Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
PERSON,REL,REL,C,07,Sibling (brother/sister) of reference person,NO,YES
PERSON,REL,REL,C,08,Other relative of reference person,NO,YES
PERSON,REL,REL,C,09,Foster child of reference person,NO,YES
PERSON,REL,REL,C,10,Unmarried partner (with own relatives),NO,YES
PERSON,REL,REL,C,11,Unmarried partner (without own relatives),NO,YES
PERSON,REL,REL,C,12,House/roommate (with own relatives),NO,YES
PERSON,REL,REL,C,13,House/roommate (without own relatives),NO,YES
PERSON,REL,REL,C,14,Roomer/boarder (with own relatives),NO,YES
PERSON,REL,REL,C,15,Roomer/boarder (without own relatives),NO,YES
PERSON,REL,REL,C,16,Other nonrelative (with own relatives),NO,YES
PERSON,REL,REL,C,17,Other nonrelative (without own relatives),NO,YES
PERSON,RESPONDENT,RESPONDENT,C,1,Yes,NO,YES
PERSON,RESPONDENT,RESPONDENT,C,2,No,NO,YES
PERSON,RETP,RETP,N,0,Does not receive retirement income,NO,YES
PERSON,RETP,RETP,N,9999998,"$9,999,998 or more",NO,YES
PERSON,RETP,RETP,N,.N,Not applicable,NO,YES
PERSON,SECPARENT,SECPARENT,N,.M,Not reported,NO,YES
PERSON,SECPARENT,SECPARENT,N,.N,Not applicable,NO,YES
PERSON,SEMP,SEMP,N,0,Does not receive self-employment income,NO,YES
PERSON,SEMP,SEMP,N,9999998,"$9,999,998 or more",NO,YES
PERSON,SEMP,SEMP,N,.N,Not applicable,NO,YES
PERSON,SEX,SEX,C,1,Male,NO,YES
PERSON,SEX,SEX,C,2,Female,NO,YES
PERSON,SPAN,SPAN,C,1,Yes,NO,YES
PERSON,SPAN,SPAN,C,2,No,NO,YES
PERSON,SPOUSE,SPOUSE,N,.M,Not reported,NO,YES
PERSON,SPOUSE,SPOUSE,N,.N,Not applicable,NO,YES
PERSON,SSIP,SSIP,N,0,Does not receive supplemental security income,NO,YES
PERSON,SSIP,SSIP,N,99998,"$99,998 or more",NO,YES
PERSON,SSIP,SSIP,N,.N,Not applicable,NO,YES
PERSON,SSP,SSP,N,0,Does not receive social security or railroad income,NO,YES
PERSON,SSP,SSP,N,9999998,"$9,999,998 or more",NO,YES
PERSON,SSP,SSP,N,.N,Not applicable,NO,YES
PERSON,WAGP,WAGP,N,0,Does not receive wage income,NO,YES
PERSON,WAGP,WAGP,N,9999998,"$9,999,998 or more",NO,YES
PERSON,WAGP,WAGP,N,.N,Not applicable,NO,YES
PERSON_M,CITSHP,CITSHP,C,1,"Native, born in US",NO,YES
PERSON_M,CITSHP,CITSHP,C,2,"Native, born in Puerto Rico or US outlying area",NO,YES
PERSON_M,CITSHP,CITSHP,C,3,Native born abroad of US parent(s),NO,YES
PERSON_M,CITSHP,CITSHP,C,4,"Foreign born, US citizen by naturalization",NO,YES
PERSON_M,CITSHP,CITSHP,C,5,"Foreign born, not a US citizen",NO,YES
PERSON_M,CITSHP,CITSHP,C,M,Not reported,NO,YES
PERSON_M,CITSHP,CITSHP,C,N,Not applicable,NO,YES
PERSON_M,ENROLL,ENROLL,C,1,Yes,NO,YES
PERSON_M,ENROLL,ENROLL,C,2,No,NO,YES
PERSON_M,ENROLL,ENROLL,C,M,Not reported,NO,YES
PERSON_M,ENROLL,ENROLL,C,N,Not applicable,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,0,Not a family,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,1,Primary subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,2,1st subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,3,2nd subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,4,3rd subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,5,4th subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,6,5th subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,7,6th subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,8,7th subfamily,NO,YES
PERSON_M,FAMLINE,FAMLINE,C,9,8th subfamily,NO,YES
PERSON_M,FAMREL,FAMREL,C,0,Not in a family,NO,YES
PERSON_M,FAMREL,FAMREL,C,1,Reference person of family,NO,YES
PERSON_M,FAMREL,FAMREL,C,2,Spouse of reference person of family,NO,YES
PERSON_M,FAMREL,FAMREL,C,3,Child of reference person of family,NO,YES
PERSON_M,FAMREL,FAMREL,C,4,Other relative of reference person of family,NO,YES
PERSON_M,FAMTYP,FAMTYP,C,1,Primary family,NO,YES
PERSON_M,FAMTYP,FAMTYP,C,2,Primary individual,NO,YES
PERSON_M,FAMTYP,FAMTYP,C,3,Related subfamily,NO,YES
PERSON_M,FAMTYP,FAMTYP,C,4,Unrelated subfamily,NO,YES
PERSON_M,FAMTYP,FAMTYP,C,5,Secondary individual,NO,YES
PERSON_M,FIRPARENT,FIRPARENT,N,.M,Not reported,NO,YES
PERSON_M,FIRPARENT,FIRPARENT,N,.N,Not applicable,NO,YES
PERSON_M,GRAD,GRAD,C,31,Less than 1st grade,NO,YES
PERSON_M,GRAD,GRAD,C,32,"1st,2nd,3rd or 4th grade",NO,YES
PERSON_M,GRAD,GRAD,C,33,5th or 6th grade,NO,YES
PERSON_M,GRAD,GRAD,C,34,7th or 8th grade,NO,YES
PERSON_M,GRAD,GRAD,C,35,9th grade,NO,YES
PERSON_M,GRAD,GRAD,C,36,10th grade,NO,YES
PERSON_M,GRAD,GRAD,C,37,11th grade,NO,YES
PERSON_M,GRAD,GRAD,C,38,"12th grade, no diploma",NO,YES
PERSON_M,GRAD,GRAD,C,39,HIGH SCHOOL GRADUATE - high school DIPLOMA or equivalent (For example: GED),NO,YES
PERSON_M,GRAD,GRAD,C,40,Some college but no degree,NO,YES
PERSON_M,GRAD,GRAD,C,41,"Diploma or certificate from a vocational, technical, trade or business school beyond",NO,YES
PERSON_M,GRAD,GRAD,C,42,Associate degree in college - Occupational/vocational program,NO,YES
PERSON_M,GRAD,GRAD,C,43,Associate degree in college - Academic program,NO,YES
PERSON_M,GRAD,GRAD,C,44,"Bachelor's degree (For example: BA, AB, BS)",NO,YES
PERSON_M,GRAD,GRAD,C,45,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",NO,YES
PERSON_M,GRAD,GRAD,C,46,"Professional School Degree (For example: MD, DDS, DVM, LLB, JD)",NO,YES
PERSON_M,GRAD,GRAD,C,47,"Doctorate degree (For example: PhD, EdD)",NO,YES
PERSON_M,GRAD,GRAD,C,N,Not applicable,NO,YES
PERSON_M,INTP,INTP,N,0,"Does not receive income from interest, dividends or rents",NO,YES
PERSON_M,INTP,INTP,N,9999999,"$9,999,999 or more",NO,YES
PERSON_M,INTP,INTP,N,.N,Not applicable,NO,YES
PERSON_M,MAR,MAR,C,1,"Married, spouse present",NO,YES
PERSON_M,MAR,MAR,C,2,"Married, spouse absent",NO,YES
PERSON_M,MAR,MAR,C,3,Widowed,NO,YES
PERSON_M,MAR,MAR,C,4,Divorced,NO,YES
PERSON_M,MAR,MAR,C,5,Separated,NO,YES
PERSON_M,MAR,MAR,C,6,Never married,NO,YES
PERSON_M,MAR,MAR,C,M,Not reported,NO,YES
PERSON_M,MAR,MAR,C,N,Not applicable,NO,YES
PERSON_M,MIL,MIL,C,1,Now on active duty,NO,YES
PERSON_M,MIL,MIL,C,2,Served on active duty in the past,NO,YES
PERSON_M,MIL,MIL,C,3,Never served in military,NO,YES
PERSON_M,MIL,MIL,C,M,Not reported,NO,YES
PERSON_M,MIL,MIL,C,N,Not applicable,NO,YES
PERSON_M,MLPA,MLPA,C,1,Yes,NO,YES
PERSON_M,MLPA,MLPA,C,2,No,NO,YES
PERSON_M,MLPA,MLPA,C,N,Not applicable,NO,YES
PERSON_M,MLPB,MLPB,C,1,Yes,NO,YES
PERSON_M,MLPB,MLPB,C,2,No,NO,YES
PERSON_M,MLPB,MLPB,C,N,Not applicable,NO,YES
PERSON_M,MLPCD,MLPCD,C,1,Yes,NO,YES
PERSON_M,MLPCD,MLPCD,C,2,No,NO,YES
PERSON_M,MLPCD,MLPCD,C,N,Not applicable,NO,YES
PERSON_M,MLPE,MLPE,C,1,Yes,NO,YES
PERSON_M,MLPE,MLPE,C,2,No,NO,YES
PERSON_M,MLPE,MLPE,C,N,Not applicable,NO,YES
PERSON_M,MLPFG,MLPFG,C,1,Yes,NO,YES
PERSON_M,MLPFG,MLPFG,C,2,No,NO,YES
PERSON_M,MLPFG,MLPFG,C,N,Not applicable,NO,YES
PERSON_M,MLPH,MLPH,C,1,Yes,NO,YES
PERSON_M,MLPH,MLPH,C,2,No,NO,YES
PERSON_M,MLPH,MLPH,C,N,Not applicable,NO,YES
PERSON_M,MLPI,MLPI,C,1,Yes,NO,YES
PERSON_M,MLPI,MLPI,C,2,No,NO,YES
PERSON_M,MLPI,MLPI,C,N,Not applicable,NO,YES
PERSON_M,MLPJ,MLPJ,C,1,Yes,NO,YES
PERSON_M,MLPJ,MLPJ,C,2,No,NO,YES
PERSON_M,MLPJ,MLPJ,C,N,Not applicable,NO,YES
PERSON_M,MLPK,MLPK,C,1,Yes,NO,YES
PERSON_M,MLPK,MLPK,C,2,No,NO,YES
PERSON_M,MLPK,MLPK,C,N,Not applicable,NO,YES
PERSON_M,MOVERGRP,MOVERGRP,C,1,Mover group 1,NO,YES
PERSON_M,MOVERGRP,MOVERGRP,C,2,Mover group 2,NO,YES
PERSON_M,MOVERGRP,MOVERGRP,C,3,Mover group 3,NO,YES
PERSON_M,MOVERGRP,MOVERGRP,C,4,Mover group 4,NO,YES
PERSON_M,MOVERGRP,MOVERGRP,C,M,Not reported,NO,YES
PERSON_M,MOVERGRP,MOVERGRP,C,N,Not applicable,NO,YES
PERSON_M,NATVTY,NATVTY,C,057,United States,NO,YES
PERSON_M,NATVTY,NATVTY,C,060,American Samoa,NO,YES
PERSON_M,NATVTY,NATVTY,C,066,Guam,NO,YES
PERSON_M,NATVTY,NATVTY,C,069,Northern Marianas,NO,YES
PERSON_M,NATVTY,NATVTY,C,073,Puerto Rico,NO,YES
PERSON_M,NATVTY,NATVTY,C,078,U.S. Virgin Islands,NO,YES
PERSON_M,NATVTY,NATVTY,C,100,Albania,NO,YES
PERSON_M,NATVTY,NATVTY,C,102,Austria,NO,YES
PERSON_M,NATVTY,NATVTY,C,103,Belgium,NO,YES
PERSON_M,NATVTY,NATVTY,C,104,Bulgaria,NO,YES
PERSON_M,NATVTY,NATVTY,C,105,Czechoslovakia,NO,YES
PERSON_M,NATVTY,NATVTY,C,106,Denmark,NO,YES
PERSON_M,NATVTY,NATVTY,C,108,Finland,NO,YES
PERSON_M,NATVTY,NATVTY,C,109,France,NO,YES
PERSON_M,NATVTY,NATVTY,C,110,Germany,NO,YES
PERSON_M,NATVTY,NATVTY,C,116,Greece,NO,YES
PERSON_M,NATVTY,NATVTY,C,117,Hungary,NO,YES
PERSON_M,NATVTY,NATVTY,C,119,Ireland,NO,YES
PERSON_M,NATVTY,NATVTY,C,120,Italy,NO,YES
PERSON_M,NATVTY,NATVTY,C,126,Netherlands,NO,YES
PERSON_M,NATVTY,NATVTY,C,127,Norway,NO,YES
PERSON_M,NATVTY,NATVTY,C,128,Poland,NO,YES
PERSON_M,NATVTY,NATVTY,C,129,Portugal,NO,YES
PERSON_M,NATVTY,NATVTY,C,130,Azores,NO,YES
PERSON_M,NATVTY,NATVTY,C,132,Romania,NO,YES
PERSON_M,NATVTY,NATVTY,C,134,Spain,NO,YES
PERSON_M,NATVTY,NATVTY,C,136,Sweden,NO,YES
PERSON_M,NATVTY,NATVTY,C,137,Switzerland,NO,YES
PERSON_M,NATVTY,NATVTY,C,138,United Kingdom,NO,YES
PERSON_M,NATVTY,NATVTY,C,139,England,NO,YES
PERSON_M,NATVTY,NATVTY,C,140,Scotland,NO,YES
PERSON_M,NATVTY,NATVTY,C,142,Northern Ireland,NO,YES
PERSON_M,NATVTY,NATVTY,C,147,Yugoslavia,NO,YES
PERSON_M,NATVTY,NATVTY,C,148,Czech Republic,NO,YES
PERSON_M,NATVTY,NATVTY,C,149,Slovakia,NO,YES
PERSON_M,NATVTY,NATVTY,C,150,Bosnia & Herzegovina,NO,YES
PERSON_M,NATVTY,NATVTY,C,151,Croatia,NO,YES
PERSON_M,NATVTY,NATVTY,C,152,Macedonia,NO,YES
PERSON_M,NATVTY,NATVTY,C,154,Serbia,NO,YES
PERSON_M,NATVTY,NATVTY,C,155,Estonia,NO,YES
PERSON_M,NATVTY,NATVTY,C,156,Latvia,NO,YES
PERSON_M,NATVTY,NATVTY,C,157,Lithuania,NO,YES
PERSON_M,NATVTY,NATVTY,C,158,Armenia,NO,YES
PERSON_M,NATVTY,NATVTY,C,159,Azerbaijan,NO,YES
PERSON_M,NATVTY,NATVTY,C,160,Belarus,NO,YES
PERSON_M,NATVTY,NATVTY,C,161,Georgia,NO,YES
PERSON_M,NATVTY,NATVTY,C,162,Moldova,NO,YES
PERSON_M,NATVTY,NATVTY,C,163,Russia,NO,YES
PERSON_M,NATVTY,NATVTY,C,164,Ukraine,NO,YES
PERSON_M,NATVTY,NATVTY,C,165,USSR,NO,YES
PERSON_M,NATVTY,NATVTY,C,166,"Europe, not specified",NO,YES
PERSON_M,NATVTY,NATVTY,C,168,Montenegro,NO,YES
PERSON_M,NATVTY,NATVTY,C,200,Afghanistan,NO,YES
PERSON_M,NATVTY,NATVTY,C,202,Bangladesh,NO,YES
PERSON_M,NATVTY,NATVTY,C,203,Bhutan,NO,YES
PERSON_M,NATVTY,NATVTY,C,205,Myanmar (Burma),NO,YES
PERSON_M,NATVTY,NATVTY,C,206,Cambodia,NO,YES
PERSON_M,NATVTY,NATVTY,C,207,China,NO,YES
PERSON_M,NATVTY,NATVTY,C,209,Hong Kong,NO,YES
PERSON_M,NATVTY,NATVTY,C,210,India,NO,YES
PERSON_M,NATVTY,NATVTY,C,211,Indonesia,NO,YES
PERSON_M,NATVTY,NATVTY,C,212,Iran,NO,YES
PERSON_M,NATVTY,NATVTY,C,213,Iraq,NO,YES
PERSON_M,NATVTY,NATVTY,C,214,Israel,NO,YES
PERSON_M,NATVTY,NATVTY,C,215,Japan,NO,YES
PERSON_M,NATVTY,NATVTY,C,216,Jordan,NO,YES
PERSON_M,NATVTY,NATVTY,C,217,Korea,NO,YES
PERSON_M,NATVTY,NATVTY,C,218,Kazakhstan,NO,YES
PERSON_M,NATVTY,NATVTY,C,220,South Korea,NO,YES
PERSON_M,NATVTY,NATVTY,C,222,Kuwait,NO,YES
PERSON_M,NATVTY,NATVTY,C,223,Laos,NO,YES
PERSON_M,NATVTY,NATVTY,C,224,Lebanon,NO,YES
PERSON_M,NATVTY,NATVTY,C,226,Malaysia,NO,YES
PERSON_M,NATVTY,NATVTY,C,228,Mongolia,NO,YES
PERSON_M,NATVTY,NATVTY,C,229,Nepal,NO,YES
PERSON_M,NATVTY,NATVTY,C,231,Pakistan,NO,YES
PERSON_M,NATVTY,NATVTY,C,233,Philippines,NO,YES
PERSON_M,NATVTY,NATVTY,C,235,Saudi Arabia,NO,YES
PERSON_M,NATVTY,NATVTY,C,236,Singapore,NO,YES
PERSON_M,NATVTY,NATVTY,C,238,Sri Lanka,NO,YES
PERSON_M,NATVTY,NATVTY,C,239,Syria,NO,YES
PERSON_M,NATVTY,NATVTY,C,240,Taiwan,NO,YES
PERSON_M,NATVTY,NATVTY,C,242,Thailand,NO,YES
PERSON_M,NATVTY,NATVTY,C,243,Turkey,NO,YES
PERSON_M,NATVTY,NATVTY,C,245,United Arab Emirates,NO,YES
PERSON_M,NATVTY,NATVTY,C,246,Uzbekistan,NO,YES
PERSON_M,NATVTY,NATVTY,C,247,Vietnam,NO,YES
PERSON_M,NATVTY,NATVTY,C,248,Yemen,NO,YES
PERSON_M,NATVTY,NATVTY,C,249,"Asia, not specified",NO,YES
PERSON_M,NATVTY,NATVTY,C,300,Bermuda,NO,YES
PERSON_M,NATVTY,NATVTY,C,301,Canada,NO,YES
PERSON_M,NATVTY,NATVTY,C,303,Mexico,NO,YES
PERSON_M,NATVTY,NATVTY,C,310,Belize,NO,YES
PERSON_M,NATVTY,NATVTY,C,311,Costa Rica,NO,YES
PERSON_M,NATVTY,NATVTY,C,312,El Salvador,NO,YES
PERSON_M,NATVTY,NATVTY,C,313,Guatemala,NO,YES
PERSON_M,NATVTY,NATVTY,C,314,Honduras,NO,YES
PERSON_M,NATVTY,NATVTY,C,315,Nicaragua,NO,YES
PERSON_M,NATVTY,NATVTY,C,316,Panama,NO,YES
PERSON_M,NATVTY,NATVTY,C,321,Antigua and Barbuda,NO,YES
PERSON_M,NATVTY,NATVTY,C,323,Bahamas,NO,YES
PERSON_M,NATVTY,NATVTY,C,324,Barbados,NO,YES
PERSON_M,NATVTY,NATVTY,C,327,Cuba,NO,YES
PERSON_M,NATVTY,NATVTY,C,328,Dominica,NO,YES
PERSON_M,NATVTY,NATVTY,C,329,Dominican Republic,NO,YES
PERSON_M,NATVTY,NATVTY,C,330,Grenada,NO,YES
PERSON_M,NATVTY,NATVTY,C,332,Haiti,NO,YES
PERSON_M,NATVTY,NATVTY,C,333,Jamaica,NO,YES
PERSON_M,NATVTY,NATVTY,C,338,St. Kitts--Nevis,NO,YES
PERSON_M,NATVTY,NATVTY,C,339,St. Lucia,NO,YES
PERSON_M,NATVTY,NATVTY,C,340,St. Vincent and the Grenadines,NO,YES
PERSON_M,NATVTY,NATVTY,C,341,Trinidad and Tobago,NO,YES
PERSON_M,NATVTY,NATVTY,C,343,"West Indies, not specified",NO,YES
PERSON_M,NATVTY,NATVTY,C,360,Argentina,NO,YES
PERSON_M,NATVTY,NATVTY,C,361,Bolivia,NO,YES
PERSON_M,NATVTY,NATVTY,C,362,Brazil,NO,YES
PERSON_M,NATVTY,NATVTY,C,363,Chile,NO,YES
PERSON_M,NATVTY,NATVTY,C,364,Columbia,NO,YES
PERSON_M,NATVTY,NATVTY,C,365,Ecuador,NO,YES
PERSON_M,NATVTY,NATVTY,C,368,Guyana,NO,YES
PERSON_M,NATVTY,NATVTY,C,369,Paraguay,NO,YES
PERSON_M,NATVTY,NATVTY,C,370,Peru,NO,YES
PERSON_M,NATVTY,NATVTY,C,372,Uruguay,NO,YES
PERSON_M,NATVTY,NATVTY,C,373,Venezuela,NO,YES
PERSON_M,NATVTY,NATVTY,C,374,"South America, not specified",NO,YES
PERSON_M,NATVTY,NATVTY,C,399,"Americas, not specified",NO,YES
PERSON_M,NATVTY,NATVTY,C,400,Algeria,NO,YES
PERSON_M,NATVTY,NATVTY,C,407,Cameroon,NO,YES
PERSON_M,NATVTY,NATVTY,C,408,Cape Verde,NO,YES
PERSON_M,NATVTY,NATVTY,C,412,Congo,NO,YES
PERSON_M,NATVTY,NATVTY,C,414,Egypt,NO,YES
PERSON_M,NATVTY,NATVTY,C,416,Ethiopia,NO,YES
PERSON_M,NATVTY,NATVTY,C,417,Eritrea,NO,YES
PERSON_M,NATVTY,NATVTY,C,421,Ghana,NO,YES
PERSON_M,NATVTY,NATVTY,C,423,Guinea,NO,YES
PERSON_M,NATVTY,NATVTY,C,425,Ivory Coast,NO,YES
PERSON_M,NATVTY,NATVTY,C,427,Kenya,NO,YES
PERSON_M,NATVTY,NATVTY,C,429,Liberia,NO,YES
PERSON_M,NATVTY,NATVTY,C,430,Libya,NO,YES
PERSON_M,NATVTY,NATVTY,C,436,Morocco,NO,YES
PERSON_M,NATVTY,NATVTY,C,440,Nigeria,NO,YES
PERSON_M,NATVTY,NATVTY,C,444,Senegal,NO,YES
PERSON_M,NATVTY,NATVTY,C,447,Sierra Leone,NO,YES
PERSON_M,NATVTY,NATVTY,C,448,Somalia,NO,YES
PERSON_M,NATVTY,NATVTY,C,449,South Africa,NO,YES
PERSON_M,NATVTY,NATVTY,C,451,Sudan,NO,YES
PERSON_M,NATVTY,NATVTY,C,453,Tanzania,NO,YES
PERSON_M,NATVTY,NATVTY,C,454,Togo,NO,YES
PERSON_M,NATVTY,NATVTY,C,457,Uganda,NO,YES
PERSON_M,NATVTY,NATVTY,C,459,Zaire,NO,YES
PERSON_M,NATVTY,NATVTY,C,460,Zambia,NO,YES
PERSON_M,NATVTY,NATVTY,C,461,Zimbabwe,NO,YES
PERSON_M,NATVTY,NATVTY,C,462,"Africa, not specified",NO,YES
PERSON_M,NATVTY,NATVTY,C,501,Australia,NO,YES
PERSON_M,NATVTY,NATVTY,C,508,Fiji,NO,YES
PERSON_M,NATVTY,NATVTY,C,511,Marshall Islands,NO,YES
PERSON_M,NATVTY,NATVTY,C,512,Micronesia,NO,YES
PERSON_M,NATVTY,NATVTY,C,515,New Zealand,NO,YES
PERSON_M,NATVTY,NATVTY,C,523,Tonga,NO,YES
PERSON_M,NATVTY,NATVTY,C,527,Samoa,NO,YES
PERSON_M,NATVTY,NATVTY,C,555,Elsewhere,NO,YES
PERSON_M,OIP,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
PERSON_M,OIP,OIP,N,9999998,"$9,999,998 or more",NO,YES
PERSON_M,OIP,OIP,N,.N,Not applicable,NO,YES
PERSON_M,PAP,PAP,N,0,Does not receive public assistance income,NO,YES
PERSON_M,PAP,PAP,N,99998,"$99,998",NO,YES
PERSON_M,PAP,PAP,N,.N,Not applicable,NO,YES
PERSON_M,PCARE,PCARE,C,1,Yes,NO,YES
PERSON_M,PCARE,PCARE,C,2,No,NO,YES
PERSON_M,PCARE,PCARE,C,M,Not reported,NO,YES
PERSON_M,PCARE,PCARE,C,N,Not applicable,NO,YES
PERSON_M,PERRND,PERRND,C,1,Yes,NO,YES
PERSON_M,PERRND,PERRND,C,2,No,NO,YES
PERSON_M,PERRND,PERRND,C,M,Not reported,NO,YES
PERSON_M,PERRND,PERRND,C,N,Not applicable,NO,YES
PERSON_M,PHEAR,PHEAR,C,1,Yes,NO,YES
PERSON_M,PHEAR,PHEAR,C,2,No,NO,YES
PERSON_M,PHEAR,PHEAR,C,M,Not reported,NO,YES
PERSON_M,PHEAR,PHEAR,C,N,Not applicable,NO,YES
PERSON_M,PMEMRY,PMEMRY,C,1,Yes,NO,YES
PERSON_M,PMEMRY,PMEMRY,C,2,No,NO,YES
PERSON_M,PMEMRY,PMEMRY,C,M,Not reported,NO,YES
PERSON_M,PMEMRY,PMEMRY,C,N,Not applicable,NO,YES
PERSON_M,PSEE,PSEE,C,1,Yes,NO,YES
PERSON_M,PSEE,PSEE,C,2,No,NO,YES
PERSON_M,PSEE,PSEE,C,M,Not reported,NO,YES
PERSON_M,PSEE,PSEE,C,N,Not applicable,NO,YES
PERSON_M,PWALK,PWALK,C,1,Yes,NO,YES
PERSON_M,PWALK,PWALK,C,2,No,NO,YES
PERSON_M,PWALK,PWALK,C,M,Not reported,NO,YES
PERSON_M,PWALK,PWALK,C,N,Not applicable,NO,YES
PERSON_M,RACE,RACE,C,01,White Only,NO,YES
PERSON_M,RACE,RACE,C,02,Black Only,NO,YES
PERSON_M,RACE,RACE,C,03,"American Indian, Alaska Native Only",NO,YES
PERSON_M,RACE,RACE,C,04,Asian Only,NO,YES
PERSON_M,RACE,RACE,C,05,"Hawaiian, Pacific Islander Only",NO,YES
PERSON_M,RACE,RACE,C,06,White / Black,NO,YES
PERSON_M,RACE,RACE,C,07,"White / American Indian, Alaska Native",NO,YES
PERSON_M,RACE,RACE,C,08,White / Asian,NO,YES
PERSON_M,RACE,RACE,C,09,"White / Hawaiian, Pacific Islander",NO,YES
PERSON_M,RACE,RACE,C,10,"Black / American Indian, Alaska Native",NO,YES
PERSON_M,RACE,RACE,C,11,Black / Asian,NO,YES
PERSON_M,RACE,RACE,C,12,"Black / Hawaiian, Pacific Islander",NO,YES
PERSON_M,RACE,RACE,C,13,"American Indian, Alaska Native / Asian",NO,YES
PERSON_M,RACE,RACE,C,14,"Asian / Hawaiian, Pacific Islander",NO,YES
PERSON_M,RACE,RACE,C,15,"White / Black / American Indian, Alaska Native",NO,YES
PERSON_M,RACE,RACE,C,16,White / Black /Asian,NO,YES
PERSON_M,RACE,RACE,C,17,"White / American Indian, Alaska Native / Asian",NO,YES
PERSON_M,RACE,RACE,C,18,"White / Asian / Hawaiian, Pacific Islander",NO,YES
PERSON_M,RACE,RACE,C,19,"White / Black / American Indian, Alaska Native / Asian",NO,YES
PERSON_M,RACE,RACE,C,20,Other combinations of 2 or 3 races,NO,YES
PERSON_M,RACE,RACE,C,21,Other combinations of 4 or more races,NO,YES
PERSON_M,RACEAS,RACEAS,C,1,Asian Indian only,NO,YES
PERSON_M,RACEAS,RACEAS,C,2,Chinese only,NO,YES
PERSON_M,RACEAS,RACEAS,C,3,Filipino only,NO,YES
PERSON_M,RACEAS,RACEAS,C,4,Japanese only,NO,YES
PERSON_M,RACEAS,RACEAS,C,5,Korean only,NO,YES
PERSON_M,RACEAS,RACEAS,C,6,Vietnamese only,NO,YES
PERSON_M,RACEAS,RACEAS,C,7,Some other Asian race only,NO,YES
PERSON_M,RACEAS,RACEAS,C,8,Two or more Asian races,NO,YES
PERSON_M,RACEAS,RACEAS,C,N,Not applicable,NO,YES
PERSON_M,RACEPI,RACEPI,C,1,Native Hawaiian only,NO,YES
PERSON_M,RACEPI,RACEPI,C,2,Guamanian or Chamorro only,NO,YES
PERSON_M,RACEPI,RACEPI,C,3,Samoan only,NO,YES
PERSON_M,RACEPI,RACEPI,C,4,Some other Pacific islander race only,NO,YES
PERSON_M,RACEPI,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,NO,YES
PERSON_M,RACEPI,RACEPI,C,N,Not applicable,NO,YES
PERSON_M,REL,REL,C,01,Reference person with relatives in household,NO,YES
PERSON_M,REL,REL,C,02,Reference person without relatives in household,NO,YES
PERSON_M,REL,REL,C,03,Spouse (husband/wife),NO,YES
PERSON_M,REL,REL,C,04,Child of reference person,NO,YES
PERSON_M,REL,REL,C,05,Grandchild of reference person,NO,YES
PERSON_M,REL,REL,C,06,Parent of reference person,NO,YES
PERSON_M,REL,REL,C,07,Sibling (brother/sister) of reference person,NO,YES
PERSON_M,REL,REL,C,08,Other relative of reference person,NO,YES
PERSON_M,REL,REL,C,09,Foster child of reference person,NO,YES
PERSON_M,REL,REL,C,10,Unmarried partner (with own relatives),NO,YES
PERSON_M,REL,REL,C,11,Unmarried partner (without own relatives),NO,YES
PERSON_M,REL,REL,C,12,House/roommate (with own relatives),NO,YES
PERSON_M,REL,REL,C,13,House/roommate (without own relatives),NO,YES
PERSON_M,REL,REL,C,14,Roomer/boarder (with own relatives),NO,YES
PERSON_M,REL,REL,C,15,Roomer/boarder (without own relatives),NO,YES
PERSON_M,REL,REL,C,16,Other nonrelative (with own relatives),NO,YES
PERSON_M,REL,REL,C,17,Other nonrelative (without own relatives),NO,YES
PERSON_M,RESPONDENT,RESPONDENT,C,1,Yes,NO,YES
PERSON_M,RESPONDENT,RESPONDENT,C,2,No,NO,YES
PERSON_M,RETP,RETP,N,0,Does not receive retirement income,NO,YES
PERSON_M,RETP,RETP,N,9999998,"$9,999,998 or more",NO,YES
PERSON_M,RETP,RETP,N,.N,Not applicable,NO,YES
PERSON_M,SECPARENT,SECPARENT,N,.M,Not reported,NO,YES
PERSON_M,SECPARENT,SECPARENT,N,.N,Not applicable,NO,YES
PERSON_M,SEMP,SEMP,N,0,Does not receive self-employment income,NO,YES
PERSON_M,SEMP,SEMP,N,9999998,"$9,999,998 or more",NO,YES
PERSON_M,SEMP,SEMP,N,.N,Not applicable,NO,YES
PERSON_M,SEX,SEX,C,1,Male,NO,YES
PERSON_M,SEX,SEX,C,2,Female,NO,YES
PERSON_M,SPAN,SPAN,C,1,Yes,NO,YES
PERSON_M,SPAN,SPAN,C,2,No,NO,YES
PERSON_M,SPOUSE,SPOUSE,N,.M,Not reported,NO,YES
